keyword,currency,avg_monthly_searches,three_month_change,yoy_change,competition,competition_index,bid_low,bid_high,ad_impression_share,organic_impression_share,organic_avg_position,in_account,in_plan,searches_2025_07,searches_2025_08,searches_2025_09,searches_2025_10,searches_2025_11,searches_2025_12,searches_2026_01,searches_2026_02,searches_2026_03,searches_2026_04,searches_2026_05,searches_2026_06,priority_bucket
swim bounce house,USD,20,150%,-44%,High,98,0.41,1.75,,,,,,40,20,10,10,10,0,10,10,30,20,40,50,other
texas bounce house,USD,50,0%,-50%,High,96,0.60,2.10,,,,,,70,70,70,50,50,20,50,50,70,70,70,70,other
texas inflatable sales,USD,10,0%,0%,High,89,0.84,6.58,,,,,,10,10,0,0,10,10,0,10,10,10,0,10,other
the bounce house co,USD,260,22%,0%,Low,30,1.06,3.67,,,,,,390,260,320,210,110,70,110,90,210,320,390,390,other
the bounce house store,USD,10,-100%,-100%,Unknown,,,,,,,,,10,0,10,10,0,0,0,0,10,10,10,0,other
the giant bounce house,USD,20,100%,-33%,Medium,40,,,,,,,,30,20,30,10,10,10,10,50,10,10,10,20,other
the jump bounce,USD,50,0%,-29%,Low,3,,,,,,,,50,40,50,30,50,40,50,50,90,50,50,50,other
the jumping house,USD,50,0%,0%,Medium,45,1.02,2.11,,,,,,70,50,50,70,50,40,50,70,70,50,50,50,other
the jumpy house,USD,10,100%,100%,High,80,0.62,4.11,,,,,,10,10,10,30,10,10,10,10,10,10,10,20,other
tiger belly bounce house,USD,20,-50%,-50%,High,80,,,,,,,,20,20,20,10,10,10,10,20,30,20,10,10,other
titanic blow up slide,USD,590,0%,-18%,High,70,1.13,2.25,,,,,,720,720,480,590,390,390,390,320,480,590,720,590,other
titanic bouncy slide,USD,20,150%,67%,Medium,58,1.20,2.17,,,,,,30,20,20,20,20,10,10,10,10,20,30,50,other
titanic slide,USD,260,-19%,-33%,Low,10,0.36,1.74,,,,,,320,320,260,320,260,210,210,170,210,320,390,260,other
titanic water slide,USD,170,88%,-18%,High,91,0.85,1.86,,,,,,320,320,170,90,70,90,110,110,140,170,260,320,other
titanic waterslide,USD,170,88%,-18%,High,91,0.85,1.86,,,,,,320,320,170,90,70,90,110,110,140,170,260,320,other
to the moon bounce house rentals,USD,10,0%,0%,Low,10,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,10,deprioritize_rental
top bounce house,USD,10,0%,-50%,High,100,0.37,1.10,,,,,,10,10,20,10,20,10,10,10,20,10,20,10,other
toy story bounce house for sale,USD,30,250%,250%,High,98,0.21,0.71,,,,,,20,20,10,20,30,10,20,10,50,20,50,70,secondary
tractor inflatable bounce house,USD,20,0%,-67%,High,100,,,,,,,,30,20,30,10,10,10,30,30,20,30,20,30,other
tropical bounce house water slide,USD,10,0%,0%,High,100,0.54,1.55,,,,,,10,10,10,0,10,0,0,10,0,10,10,10,other
tropical water slide bounce house,USD,10,0%,-50%,High,100,0.60,1.55,,,,,,20,10,10,10,10,10,10,0,10,10,20,10,other
twin peak bounce house,USD,10,100%,100%,High,95,0.34,2.27,,,,,,10,10,20,20,10,10,10,10,10,10,10,20,other
types of bounce houses,USD,20,100%,0%,High,97,0.37,1.69,,,,,,40,20,40,30,10,10,20,10,20,20,40,40,other
ufo laser tag inflatable,USD,10,0%,0%,Low,19,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10,other
ultimate jumper,USD,40,-57%,-57%,High,78,0.82,9.88,,,,,,50,40,40,20,40,40,40,40,50,70,40,30,other
unicorn bounce house combo,USD,10,100%,100%,High,100,,,,,,,,10,10,10,0,10,10,20,10,10,10,10,20,other
unicorn combo bounce house,USD,50,40%,75%,High,98,1.06,2.45,,,,,,70,70,70,40,20,10,20,20,50,50,70,70,other
unicorn inflatable slide,USD,10,0%,-50%,High,86,,,,,,,,10,10,10,10,10,10,10,10,10,10,20,10,other
used blow up water slides,USD,70,180%,-56%,High,100,0.16,1.61,,,,,,170,70,20,10,10,10,10,40,110,50,140,140,other
used blow up water slides for sale,USD,90,133%,0%,High,100,0.21,1.23,,,,,,170,90,110,50,70,30,10,30,90,90,170,210,secondary
used bounce house for sale craigslist,USD,20,0%,0%,High,100,0.07,0.42,,,,,,20,10,20,30,10,10,10,20,40,50,40,50,secondary
used bounce house water slide for sale,USD,10,0%,-67%,High,100,,,,,,,,40,20,10,10,10,10,10,10,10,10,10,10,secondary
used bounce houses for sale commercial,USD,10,0%,0%,High,100,,,,,,,,10,10,0,10,10,0,10,0,10,10,10,10,primary
used bouncers for sale,USD,10,0%,0%,High,89,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,secondary
used commercial bounce house,USD,30,67%,25%,High,100,0.22,1.26,,,,,,40,20,20,20,20,10,20,20,40,30,20,50,primary
used commercial bounce house for sale craigslist,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0,primary
used commercial bounce house for sale near me,USD,10,0%,-67%,High,91,0.20,0.41,,,,,,30,10,10,20,10,10,10,10,10,10,20,10,primary
used commercial inflatables,USD,20,250%,133%,High,100,0.32,2.16,,,,,,30,20,10,10,10,10,10,10,10,20,30,70,primary
used commercial water slides for sale near me,USD,30,40%,75%,High,100,0.14,1.52,,,,,,50,20,10,10,10,10,10,20,30,50,40,70,primary
used inflatable bounce house,USD,10,0%,-50%,High,95,,,,,,,,10,20,10,10,10,10,10,10,10,10,20,10,other
used inflatable slides for sale,USD,10,200%,0%,High,100,0.17,0.96,,,,,,30,10,10,10,10,10,10,10,20,10,20,30,secondary
used inflatable water slides for sale near me,USD,10,∞,0%,High,100,0.18,0.93,,,,,,20,0,0,0,10,0,0,0,10,0,10,10,secondary
used inflatables for sale craigslist,USD,10,0%,0%,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,secondary
used inflatables for sale near me,USD,10,0%,-67%,High,92,,,,,,,,30,20,10,10,10,10,10,10,10,10,10,10,secondary
used jump house for sale,USD,10,0%,-50%,High,100,,,,,,,,10,10,20,20,10,10,10,10,10,10,10,10,secondary
used jumpers,USD,20,0%,-67%,Low,11,,,,,,,,20,20,20,20,10,10,10,10,20,10,10,10,other
used moonwalks for sale,USD,10,0%,0%,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,secondary
used water slides for sale in texas,USD,10,-100%,0%,Unknown,,,,,,,,,10,10,0,10,0,0,0,0,0,10,10,0,secondary
wacky 5 in 1 bounce house,USD,10,0%,0%,High,71,,,,,,,,20,10,10,10,10,0,10,10,10,10,10,10,other
wacky world bounce house,USD,20,-60%,-33%,High,95,,,,,,,,30,20,40,20,20,10,10,10,10,50,10,20,other
wacky world inflatable,USD,10,-50%,-50%,High,100,,,,,,,,10,10,10,20,10,20,10,10,10,20,10,10,other
warehouse bounce house,USD,90,0%,-21%,High,99,0.28,1.61,,,,,,110,110,70,70,90,50,70,70,90,110,110,110,other
watchdog blower siren,USD,90,0%,27%,Low,9,0.54,2.53,,,,,,110,110,140,90,70,50,90,70,110,140,110,140,other
watchdog inflatable blower siren,USD,10,-75%,-50%,Low,3,,,,,,,,10,10,30,10,10,10,10,10,10,40,10,10,other
watchdog siren,USD,30,-67%,0%,Low,7,,,,,,,,20,30,70,30,50,10,20,10,10,30,20,10,other
water bounce house for sale near me,USD,20,150%,0%,High,100,0.20,1.32,,,,,,50,10,10,10,10,0,0,10,10,20,40,50,secondary
